Measurement E8M1
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.25 - 0.35
W range: 1.1 - 1.12
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	97.5	135	2.181	0.2525
1.515	97.5	165	1.752	0.1979
1.515	97.5	195	1.874	0.1886
1.515	97.5	225	2.564	0.2652
1.515	97.5	255	3.219	0.2394
1.515	97.5	285	2.597	0.2592
1.515	97.5	315	1.348	0.1813
1.515	112.5	15	0.6937	0.1728
1.515	112.5	45	1.419	0.5839
1.515	112.5	75	1.555	0.2135
1.515	112.5	105	1.348	0.1519
1.515	112.5	135	1.385	0.1605
1.515	112.5	165	1.507	0.1943
1.515	112.5	195	1.773	0.6608
1.515	112.5	225	1.243	0.1596
1.515	112.5	255	1.905	0.211
1.515	112.5	285	2.036	0.2948
1.515	112.5	315	0.921	0.1243
1.515	112.5	345	0.3902	0.1324
1.515	127.5	15	0.2725	0.08393
1.515	127.5	45	0.7076	0.1209
1.515	127.5	75	0.7927	0.1244
1.515	127.5	105	0.8364	0.1252
1.515	127.5	135	0.9965	0.1607
1.515	127.5	165	1.085	0.2474
1.515	127.5	195	0.787	0.1444
1.515	127.5	225	1.026	0.1677
1.515	127.5	255	1.08	0.1407
1.515	127.5	285	0.8942	0.231
1.515	127.5	315	0.643	0.3261
1.515	127.5	345	0.3413	0.09223
1.515	142.5	15	0.3028	0.09163
1.515	142.5	45	0.3317	0.08935
1.515	142.5	75	0.4264	0.07337
1.515	142.5	105	0.4207	0.1478
1.515	142.5	135	0.4428	0.2373
1.515	142.5	255	0.6754	0.222
1.515	142.5	285	0.4749	0.1073
1.515	142.5	315	0.2104	0.0604
1.515	142.5	345	0.214	0.06579
1.515	157.5	15	0.2165	0.06955
1.515	157.5	345	0.6251	0.4088
Measurement E8M63
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.4 - 1.42
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	11.37	2.025
1.515	7.5	45	6.776	1.089
1.515	7.5	75	7.576	1.205
1.515	7.5	105	10.68	2.591
1.515	7.5	135	6.554	0.9742
1.515	7.5	165	7.55	1.044
1.515	7.5	195	9.376	1.247
1.515	7.5	225	8.03	1.415
1.515	7.5	255	7.063	1.462
1.515	7.5	285	11.81	2.548
1.515	7.5	315	7.497	1.476
1.515	7.5	345	8.139	1.654
1.515	22.5	15	7.122	1.403
1.515	22.5	45	9.296	4.339
1.515	22.5	75	9.829	1.722
1.515	22.5	105	6.748	0.9377
1.515	22.5	135	6.059	0.8468
1.515	22.5	165	4.722	0.6082
1.515	22.5	195	6.452	0.8182
1.515	22.5	225	7.508	1.014
1.515	22.5	255	5.818	0.7821
1.515	22.5	285	9.912	3.172
1.515	22.5	315	10.62	2.724
1.515	22.5	345	11.29	3.972
1.515	37.5	45	6.165	0.536
1.515	37.5	75	6.608	0.5654
1.515	37.5	105	6.852	1.079
1.515	37.5	255	7.638	1.839
1.515	37.5	285	5.86	0.4717
1.515	37.5	315	7.381	0.6777
1.515	52.5	45	4.588	0.5364
1.515	52.5	75	6.173	0.4911
1.515	52.5	135	5.859	1.396
1.515	52.5	165	3.042	0.2199
1.515	52.5	195	2.941	0.2031
1.515	52.5	225	5.804	1.296
1.515	52.5	285	5.256	0.3923
1.515	52.5	315	5.591	0.6535
1.515	67.5	15	3.354	1.134
1.515	67.5	45	4.468	0.477
1.515	67.5	75	4.603	0.7116
1.515	67.5	105	4.349	0.2872
1.515	67.5	135	3.943	0.3117
1.515	67.5	165	2.796	0.1966
1.515	67.5	195	2.384	0.1702
1.515	67.5	225	3.383	0.2682
1.515	67.5	255	4.498	0.3115
1.515	67.5	315	4.063	0.5643
1.515	82.5	15	1.344	0.2625
1.515	82.5	45	2.866	0.6446
1.515	82.5	75	3.095	0.3688
1.515	82.5	105	3.396	0.2072
1.515	82.5	135	3.025	0.2567
1.515	82.5	165	1.803	0.1476
1.515	82.5	195	2.202	0.1841
1.515	82.5	225	2.589	0.2278
1.515	82.5	255	3.84	0.2244
1.515	82.5	285	3.397	0.4513
1.515	82.5	315	3.95	2.254
1.515	82.5	345	1.163	0.3067
1.515	97.5	45	1.557	0.2085
1.515	97.5	75	2.27	0.2426
1.515	97.5	105	2.698	0.1944
1.515	97.5	135	2.228	0.255
1.515	97.5	165	2.081	0.2367
1.515	97.5	195	1.986	0.2158
1.515	97.5	225	2.369	0.2886
1.515	97.5	255	2.598	0.22
1.515	97.5	285	2.071	0.2112
1.515	97.5	315	1.677	0.1982
1.515	112.5	15	0.6183	0.1735
1.515	112.5	45	0.982	0.1492
1.515	112.5	75	1.415	0.2021
1.515	112.5	105	1.467	0.1607
1.515	112.5	135	1.447	0.186
1.515	112.5	165	1.162	0.1322
1.515	112.5	195	1.162	0.1489
1.515	112.5	225	1.046	0.1289
1.515	112.5	255	1.442	0.1721
1.515	112.5	285	1.209	0.1609
1.515	112.5	315	1.094	0.1607
1.515	112.5	345	0.5557	0.1796
1.515	127.5	15	0.3519	0.135
1.515	127.5	45	0.5701	0.09719
1.515	127.5	75	0.8225	0.1665
1.515	127.5	105	0.9246	0.1445
1.515	127.5	135	1.131	0.2022
1.515	127.5	165	0.6117	0.1312
1.515	127.5	195	0.6435	0.1429
1.515	127.5	225	0.6269	0.1068
1.515	127.5	255	0.8932	0.1349
1.515	127.5	285	0.6881	0.1141
1.515	127.5	315	0.6522	0.1347
1.515	127.5	345	0.3458	0.115
1.515	142.5	15	0.1742	0.05985
1.515	142.5	45	0.298	0.07177
1.515	142.5	75	0.618	0.1194
1.515	142.5	105	0.3636	0.1158
1.515	142.5	135	0.6927	0.2322
1.515	142.5	225	0.479	0.1286
1.515	142.5	255	0.6019	0.1858
1.515	142.5	285	0.753	0.371
1.515	142.5	315	0.3358	0.08119
1.515	142.5	345	0.283	0.09813
1.515	157.5	15	0.1729	0.06495
1.515	157.5	45	0.3268	0.2585
Measurement E8M64
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.42 - 1.44
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	6.438	0.8984
1.515	7.5	45	6.483	0.9133
1.515	7.5	75	8.146	1.908
1.515	7.5	105	8.427	1.416
1.515	7.5	135	9.251	1.359
1.515	7.5	165	14.32	2.818
1.515	7.5	195	7.037	1.075
1.515	7.5	225	6.701	1.101
1.515	7.5	255	5.93	1.011
1.515	7.5	285	6.427	1.034
1.515	7.5	315	6.378	1.058
1.515	7.5	345	6.37	0.9199
1.515	22.5	45	9.557	4.775
1.515	22.5	75	5.753	1.024
1.515	22.5	105	7.735	0.959
1.515	22.5	135	4.237	0.5509
1.515	22.5	165	4.877	0.5803
1.515	22.5	195	3.823	0.4975
1.515	22.5	225	6.017	0.7011
1.515	22.5	255	5.993	0.8592
1.515	22.5	285	8.566	1.416
1.515	22.5	315	8.166	2.46
1.515	37.5	45	5.914	0.4929
1.515	37.5	75	7.157	0.5575
1.515	37.5	105	6.017	0.7493
1.515	37.5	255	5.838	0.7383
1.515	37.5	285	6.583	0.4901
1.515	37.5	315	10.96	3.949
1.515	52.5	45	4.68	0.5861
1.515	52.5	75	5.952	0.3875
1.515	52.5	165	2.678	0.215
1.515	52.5	195	2.937	0.2082
1.515	52.5	225	2.66	0.3063
1.515	52.5	285	6.324	0.4075
1.515	52.5	315	4.738	0.5917
1.515	67.5	15	2.719	0.4133
1.515	67.5	45	4.34	0.4298
1.515	67.5	75	5.39	1.372
1.515	67.5	105	5.185	0.5082
1.515	67.5	135	3.551	0.2931
1.515	67.5	165	2.125	0.1582
1.515	67.5	195	2.631	0.1808
1.515	67.5	225	3.382	0.2617
1.515	67.5	255	5.103	0.3319
1.515	67.5	285	5.2	2.015
1.515	67.5	315	3.844	0.4141
1.515	67.5	345	2.42	0.3946
1.515	82.5	15	1.444	0.252
1.515	82.5	45	2.656	0.7507
1.515	82.5	75	3.333	0.32
1.515	82.5	105	3.374	0.21
1.515	82.5	135	2.889	0.25
1.515	82.5	165	2.06	0.1758
1.515	82.5	195	2.223	0.1855
1.515	82.5	225	3.419	0.2809
1.515	82.5	255	3.455	0.2128
1.515	82.5	285	4.068	0.4604
1.515	82.5	315	2.333	0.3765
1.515	82.5	345	1.897	0.3471
1.515	97.5	45	1.254	0.1803
1.515	97.5	75	2.458	0.2642
1.515	97.5	105	2.534	0.1824
1.515	97.5	135	2.41	0.2324
1.515	97.5	165	1.485	0.1934
1.515	97.5	195	1.956	0.2394
1.515	97.5	225	1.821	0.2055
1.515	97.5	255	2.786	0.2039
1.515	97.5	285	2.309	0.2237
1.515	97.5	315	1.337	0.1694
1.515	112.5	15	0.5614	0.1579
1.515	112.5	45	1.166	0.1533
1.515	112.5	75	1.441	0.1841
1.515	112.5	105	1.605	0.1687
1.515	112.5	135	1.469	0.1769
1.515	112.5	165	1.019	0.1362
1.515	112.5	195	1.649	0.2348
1.515	112.5	225	1.764	0.204
1.515	112.5	255	1.698	0.1797
1.515	112.5	285	1.84	0.2231
1.515	112.5	315	1.153	0.1923
1.515	112.5	345	0.6509	0.2978
1.515	127.5	15	0.4108	0.1195
1.515	127.5	45	0.7498	0.1183
1.515	127.5	75	1.047	0.1663
1.515	127.5	105	0.9099	0.1482
1.515	127.5	135	0.8894	0.1518
1.515	127.5	165	0.9479	0.1892
1.515	127.5	195	1.173	0.4325
1.515	127.5	225	1.601	0.5073
1.515	127.5	255	1.168	0.2062
1.515	127.5	285	1.033	0.163
1.515	127.5	315	0.6778	0.1406
1.515	127.5	345	0.3299	0.09162
1.515	142.5	15	0.194	0.05869
1.515	142.5	45	0.5077	0.1752
1.515	142.5	75	0.4361	0.07958
1.515	142.5	105	1.07	0.3867
1.515	142.5	225	0.6551	0.3243
1.515	142.5	255	1.658	0.5293
1.515	142.5	285	0.6876	0.1905
1.515	142.5	315	0.4409	0.121
1.515	142.5	345	0.2277	0.07258
1.515	157.5	15	0.1289	0.05512
1.515	157.5	345	0.3116	0.2206
Measurement E8M65
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.44 - 1.46
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	8.467	1.213
1.515	7.5	45	9.055	1.471
1.515	7.5	75	5.204	0.9336
1.515	7.5	105	4.122	0.7539
1.515	7.5	135	6.727	1.058
1.515	7.5	165	5.874	0.8148
1.515	7.5	195	6.364	1.206
1.515	7.5	225	7.172	1.21
1.515	7.5	255	7.233	1.223
1.515	7.5	285	10.57	1.844
1.515	7.5	315	5.71	1.144
1.515	7.5	345	5.666	0.8806
1.515	22.5	45	7.338	1.553
1.515	22.5	75	8.728	1.367
1.515	22.5	105	6.009	0.8378
1.515	22.5	135	6.713	0.9483
1.515	22.5	165	3.941	0.4882
1.515	22.5	195	3.753	0.4054
1.515	22.5	225	4.546	0.5994
1.515	22.5	255	8.938	1.543
1.515	22.5	285	5.589	0.908
1.515	22.5	315	7.783	1.918
1.515	37.5	45	7.059	0.7609
1.515	37.5	75	7.169	0.5148
1.515	37.5	105	5.371	0.5842
1.515	37.5	135	5.061	1.102
1.515	37.5	225	6.602	1.99
1.515	37.5	255	6.642	0.7458
1.515	37.5	285	6.805	0.4827
1.515	37.5	315	4.964	0.6054
1.515	52.5	45	5.135	0.5646
1.515	52.5	75	6.836	0.4122
1.515	52.5	105	5.587	1.223
1.515	52.5	165	2.52	0.2486
1.515	52.5	195	2.578	0.2374
1.515	52.5	255	5.815	1.533
1.515	52.5	285	6.191	0.3944
1.515	52.5	315	5.76	0.7183
1.515	67.5	15	2.57	0.3488
1.515	67.5	45	4.027	0.3479
1.515	67.5	75	4.858	0.7819
1.515	67.5	105	4.634	0.3857
1.515	67.5	135	3.802	0.2887
1.515	67.5	165	2.689	0.1869
1.515	67.5	195	2.409	0.168
1.515	67.5	225	4.19	0.3109
1.515	67.5	255	4.691	0.3337
1.515	67.5	285	5.047	0.9059
1.515	67.5	315	3.627	0.3592
1.515	67.5	345	3.051	0.53
1.515	82.5	15	1.584	0.2806
1.515	82.5	45	3.482	0.5656
1.515	82.5	75	5.064	1.378
1.515	82.5	105	3.765	0.215
1.515	82.5	135	3.555	0.3008
1.515	82.5	165	2.579	0.205
1.515	82.5	195	2.009	0.1635
1.515	82.5	225	3.535	0.299
1.515	82.5	255	4.504	0.2517
1.515	82.5	285	3.958	0.3814
1.515	82.5	315	2.878	0.3746
1.515	82.5	345	2.295	1.125
1.515	97.5	15	0.7196	0.3541
1.515	97.5	45	1.805	0.1907
1.515	97.5	75	3.38	0.2992
1.515	97.5	105	3.082	0.1971
1.515	97.5	135	2.634	0.2551
1.515	97.5	165	1.932	0.2196
1.515	97.5	195	1.885	0.2106
1.515	97.5	225	2.731	0.2765
1.515	97.5	255	2.727	0.2011
1.515	97.5	285	2.891	0.2689
1.515	97.5	315	1.919	0.203
1.515	112.5	15	1.059	0.2656
1.515	112.5	45	1.754	0.4065
1.515	112.5	75	2.209	0.261
1.515	112.5	105	1.765	0.1743
1.515	112.5	135	1.712	0.1977
1.515	112.5	165	1.522	0.1809
1.515	112.5	195	1.381	0.1591
1.515	112.5	225	1.727	0.1766
1.515	112.5	255	1.928	0.2013
1.515	112.5	285	1.975	0.2518
1.515	112.5	315	1.06	0.1479
1.515	127.5	15	0.5414	0.1374
1.515	127.5	45	0.5986	0.1002
1.515	127.5	75	1.453	0.2212
1.515	127.5	105	1.543	0.189
1.515	127.5	135	0.9903	0.1464
1.515	127.5	165	1.312	0.2667
1.515	127.5	195	1.472	0.325
1.515	127.5	225	1.591	0.2677
1.515	127.5	255	1.45	0.1726
1.515	127.5	285	1.038	0.1444
1.515	127.5	315	0.8966	0.1497
1.515	127.5	345	0.6406	0.1792
1.515	142.5	15	0.2582	0.08403
1.515	142.5	45	0.5266	0.1521
1.515	142.5	75	0.6521	0.1243
1.515	142.5	105	0.978	0.2988
1.515	142.5	135	0.5185	0.1638
1.515	142.5	225	1.533	0.7257
1.515	142.5	285	0.7301	0.1384
1.515	142.5	315	0.4135	0.1248
1.515	142.5	345	0.2132	0.06908
1.515	157.5	15	0.1891	0.1523
1.515	157.5	345	0.4109	0.1934
Measurement E8M66
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.46 - 1.48
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	8.184	1.154
1.515	7.5	45	7.265	1.525
1.515	7.5	75	10.64	2.033
1.515	7.5	105	5.324	0.9889
1.515	7.5	135	7.771	1.145
1.515	7.5	165	4.7	0.7141
1.515	7.5	195	5.285	0.8141
1.515	7.5	225	5.545	0.9135
1.515	7.5	255	6.216	1.025
1.515	7.5	285	4.862	0.9044
1.515	7.5	315	8.446	1.569
1.515	7.5	345	9.474	1.84
1.515	22.5	45	5.414	1.138
1.515	22.5	75	7.846	1.183
1.515	22.5	105	7.21	1.013
1.515	22.5	135	4.357	0.5255
1.515	22.5	165	4.02	0.4456
1.515	22.5	195	4.609	0.4939
1.515	22.5	225	5.588	0.6425
1.515	22.5	255	6.614	0.8827
1.515	22.5	285	5.434	0.7969
1.515	22.5	315	6.366	1.66
1.515	37.5	45	7.817	1.583
1.515	37.5	75	6.746	0.475
1.515	37.5	105	6.539	0.6712
1.515	37.5	135	3.537	0.6341
1.515	37.5	165	2.407	0.5616
1.515	37.5	225	4.977	0.8865
1.515	37.5	255	6.895	0.693
1.515	37.5	285	6.418	0.4321
1.515	37.5	315	6.977	0.708
1.515	52.5	45	5.183	0.593
1.515	52.5	75	6.528	0.4151
1.515	52.5	105	6.42	0.7011
1.515	52.5	165	2.258	0.394
1.515	52.5	195	3.829	1.915
1.515	52.5	255	7.135	1.392
1.515	52.5	285	6.02	0.392
1.515	52.5	315	5.891	0.9347
1.515	67.5	15	3.54	0.5867
1.515	67.5	45	4.84	0.3606
1.515	67.5	75	6.752	1.681
1.515	67.5	105	6.917	1.802
1.515	67.5	135	4.343	0.3256
1.515	67.5	165	3.012	0.1956
1.515	67.5	195	2.895	0.2061
1.515	67.5	225	4.154	0.2892
1.515	67.5	255	5.607	0.5246
1.515	67.5	285	4.925	0.6279
1.515	67.5	315	4.649	0.4278
1.515	67.5	345	2.971	0.4463
1.515	82.5	15	1.848	0.2983
1.515	82.5	45	3.232	0.3844
1.515	82.5	75	3.98	0.4683
1.515	82.5	105	4.601	0.2514
1.515	82.5	135	3.762	0.2759
1.515	82.5	165	3.018	0.212
1.515	82.5	195	2.799	0.2047
1.515	82.5	225	3.896	0.2987
1.515	82.5	255	4.799	0.2588
1.515	82.5	285	5.484	0.9204
1.515	82.5	315	4.423	1.043
1.515	82.5	345	1.793	0.3274
1.515	97.5	45	2.416	0.2629
1.515	97.5	75	3.3	0.2896
1.515	97.5	105	4.09	0.2448
1.515	97.5	135	3.039	0.279
1.515	97.5	165	2.321	0.2378
1.515	97.5	195	2.253	0.2363
1.515	97.5	225	3.512	0.3194
1.515	97.5	255	3.389	0.2313
1.515	97.5	285	3.688	0.3239
1.515	97.5	315	2.317	0.2121
1.515	112.5	15	1.056	0.2514
1.515	112.5	45	1.798	0.202
1.515	112.5	75	2.358	0.2432
1.515	112.5	105	2.254	0.2013
1.515	112.5	135	2.331	0.2279
1.515	112.5	165	2.14	0.22
1.515	112.5	195	2.04	0.2
1.515	112.5	225	2.442	0.2366
1.515	112.5	255	2.98	0.2527
1.515	112.5	285	2.855	0.305
1.515	112.5	315	1.434	0.1705
1.515	112.5	345	0.9066	0.3224
1.515	127.5	15	0.6914	0.2284
1.515	127.5	45	1.346	0.1957
1.515	127.5	75	1.928	0.2689
1.515	127.5	105	1.79	0.1927
1.515	127.5	135	1.632	0.2373
1.515	127.5	165	1.889	0.3875
1.515	127.5	195	1.24	0.246
1.515	127.5	225	1.5	0.1989
1.515	127.5	255	1.845	0.2071
1.515	127.5	285	1.856	0.232
1.515	127.5	315	1.058	0.1668
1.515	127.5	345	0.6753	0.1458
1.515	142.5	15	0.428	0.1648
1.515	142.5	45	0.7549	0.166
1.515	142.5	75	1.431	0.344
1.515	142.5	105	1.321	0.362
1.515	142.5	135	1.58	0.4629
1.515	142.5	225	1.215	0.3386
1.515	142.5	255	2.612	1.337
1.515	142.5	285	1.718	0.391
1.515	142.5	315	0.7978	0.1646
1.515	142.5	345	0.5026	0.1506
1.515	157.5	345	0.2955	0.1392
Measurement E8M67
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.48 - 1.5
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	6.779	1.713
1.515	7.5	45	9.139	1.755
1.515	7.5	75	8.115	1.646
1.515	7.5	105	7.335	1.817
1.515	7.5	135	5.027	0.9023
1.515	7.5	165	4.595	1.102
1.515	7.5	195	4.52	0.7373
1.515	7.5	225	5.883	1.196
1.515	7.5	255	10.46	2.418
1.515	7.5	285	5.304	1.457
1.515	7.5	315	9.736	4.508
1.515	7.5	345	8.822	1.488
1.515	22.5	75	7.829	1.585
1.515	22.5	105	6.542	1.111
1.515	22.5	135	9.67	4.423
1.515	22.5	165	3.724	0.4411
1.515	22.5	195	3.129	0.3785
1.515	22.5	225	4.354	0.6215
1.515	22.5	255	6.509	1.183
1.515	22.5	285	6.186	1.188
1.515	37.5	75	6.178	0.4835
1.515	37.5	105	5.636	0.67
1.515	37.5	135	3.945	0.6474
1.515	37.5	165	4.283	1.226
1.515	37.5	195	4.91	1.91
1.515	37.5	225	4.805	0.7671
1.515	37.5	255	6.28	0.6812
1.515	37.5	285	5.895	0.4563
1.515	37.5	315	6.86	0.9661
1.515	52.5	45	6.678	1.537
1.515	52.5	75	6.943	0.5288
1.515	52.5	105	6.301	0.8245
1.515	52.5	255	5.578	0.6922
1.515	52.5	285	6.569	0.4741
1.515	52.5	315	4.887	0.7033
1.515	67.5	15	3.036	0.4809
1.515	67.5	45	4.708	0.4268
1.515	67.5	75	5.035	0.6978
1.515	67.5	105	7.422	1.596
1.515	67.5	135	4.559	0.3727
1.515	67.5	165	2.849	0.2119
1.515	67.5	195	3.167	0.2296
1.515	67.5	225	4.286	0.3583
1.515	67.5	255	5.675	1.313
1.515	67.5	285	4.51	0.6865
1.515	67.5	315	4.687	0.424
1.515	67.5	345	3.006	0.4561
1.515	82.5	15	2.514	0.4541
1.515	82.5	45	3.934	0.4914
1.515	82.5	75	6.603	3.387
1.515	82.5	105	5.084	0.3008
1.515	82.5	135	4.373	0.3592
1.515	82.5	165	2.913	0.2669
1.515	82.5	195	3.073	0.2579
1.515	82.5	225	3.581	0.3132
1.515	82.5	255	4.901	0.3039
1.515	82.5	285	5.903	0.8396
1.515	82.5	315	4.04	0.7414
1.515	82.5	345	1.843	0.567
1.515	97.5	45	3.084	0.3095
1.515	97.5	75	3.864	0.3566
1.515	97.5	105	4.808	0.3084
1.515	97.5	135	3.8	0.3392
1.515	97.5	165	2.234	0.2586
1.515	97.5	195	3.06	0.3516
1.515	97.5	225	3.689	0.3785
1.515	97.5	255	4.38	0.3118
1.515	97.5	285	4.219	0.4023
1.515	97.5	315	2.709	0.2688
1.515	112.5	15	1.733	0.6616
1.515	112.5	45	1.875	0.2573
1.515	112.5	75	3.509	0.422
1.515	112.5	105	3.663	0.3298
1.515	112.5	135	2.783	0.3108
1.515	112.5	165	2.538	0.2871
1.515	112.5	195	2.7	0.3028
1.515	112.5	225	3.258	0.3156
1.515	112.5	255	4.271	0.4289
1.515	112.5	285	4.399	0.4761
1.515	112.5	315	2.899	0.346
1.515	112.5	345	2.037	0.6948
1.515	127.5	15	1.096	0.601
1.515	127.5	45	1.666	0.2778
1.515	127.5	75	2	0.269
1.515	127.5	105	2.949	0.3371
1.515	127.5	135	2.393	0.32
1.515	127.5	165	2.109	0.3412
1.515	127.5	195	4.626	2.002
1.515	127.5	225	2.413	0.4222
1.515	127.5	255	3.875	0.406
1.515	127.5	285	2.806	0.3904
1.515	127.5	315	2.344	0.3795
1.515	127.5	345	0.6755	0.1394
1.515	142.5	15	0.5063	0.1182
1.515	142.5	45	1.131	0.2501
1.515	142.5	75	1.436	0.2197
1.515	142.5	105	2.098	0.4968
1.515	142.5	135	1.886	0.4883
1.515	142.5	225	2.106	0.5882
1.515	142.5	255	4.033	1.289
1.515	142.5	285	2.543	0.4974
1.515	142.5	315	1.237	0.3687
1.515	142.5	345	0.5667	0.138
1.515	157.5	15	0.7489	0.3872
1.515	157.5	345	0.1508	0.07327
Measurement E8M68
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.45 - 0.55
W range: 1.5 - 1.52
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	7.5	15	5.211	2.044
1.515	7.5	135	6.348	2.414
1.515	7.5	165	6.334	1.753
1.515	22.5	135	2.971	0.6537
1.515	22.5	195	1.884	0.2927
1.515	22.5	225	4.913	1.508
1.515	22.5	255	7.82	3.374
1.515	37.5	75	5.578	0.8794
1.515	37.5	105	6.225	1.895
1.515	37.5	165	2.018	0.4384
1.515	37.5	195	2.867	0.8359
1.515	37.5	225	5.194	2.281
1.515	37.5	255	7.642	3.619
1.515	37.5	285	5.555	1.326
1.515	52.5	45	5.215	2.203
1.515	52.5	75	5.978	2.185
1.515	52.5	105	5.14	1.105
1.515	52.5	255	4.341	0.9879
1.515	52.5	285	6.103	1.177
1.515	52.5	315	3.59	0.8657
1.515	67.5	15	2.757	0.8009
1.515	67.5	45	3.364	0.6687
1.515	67.5	75	3.808	0.794
1.515	67.5	135	4.24	1.033
1.515	67.5	165	2.689	0.6409
1.515	67.5	195	1.967	0.3056
1.515	67.5	225	2.156	0.3788
1.515	67.5	315	3.005	0.5121
1.515	67.5	345	1.756	0.4215
1.515	82.5	45	2.281	0.6203
1.515	82.5	75	3.909	0.7672
1.515	82.5	105	4.811	0.7087
1.515	82.5	135	2.16	0.3426
1.515	82.5	165	3.918	1.709
1.515	82.5	195	2.545	0.7208
1.515	82.5	225	4.322	1.52
1.515	82.5	255	3.696	0.5401
1.515	82.5	285	5.14	1.885
1.515	97.5	45	1.76	0.2928
1.515	97.5	75	3.707	0.73
1.515	97.5	105	4.061	0.5092
1.515	97.5	135	2.978	0.6622
1.515	97.5	165	1.884	0.3529
1.515	97.5	195	2.399	0.5936
1.515	97.5	225	3.453	0.7999
1.515	97.5	255	3.618	0.55
1.515	97.5	285	5.659	2.165
1.515	97.5	315	2.49	0.8208
1.515	112.5	45	2.34	0.6321
1.515	112.5	75	3.115	0.7407
1.515	112.5	105	3.038	0.5628
1.515	112.5	135	2.408	0.9823
1.515	112.5	165	1.796	0.304
1.515	112.5	195	3.03	1.621
1.515	112.5	225	3.3	0.9172
1.515	112.5	255	4.121	1.1
1.515	112.5	285	3.544	1.252
1.515	112.5	315	1.653	0.2755
1.515	112.5	345	1.688	0.7726
1.515	127.5	45	2.432	0.9433
1.515	127.5	75	2.913	0.7652
1.515	127.5	105	2.378	0.4081
1.515	127.5	135	2.549	0.7575
1.515	127.5	165	2.168	0.8903
1.515	127.5	195	1.797	0.5203
1.515	127.5	225	4.328	2.365
1.515	127.5	255	3.107	0.7436
1.515	127.5	285	3.773	1.014
1.515	127.5	315	1.516	0.3014
1.515	127.5	345	1.038	0.495
1.515	142.5	255	1.89	0.7955
1.515	142.5	285	1.528	0.4929
1.515	142.5	345	0.3584	0.09228
Measurement E8M69
Title: E89-038 CLAS experiment
Spokespersons: V. Burkert, R. Minehart
Year: 1999
Q^2 range: 0.55 - 0.65
W range: 1.1 - 1.12
Epsilon is not available
Data:
Beam energy	theta_pi	phi_pi	dsigma/dOmega	Data errors
GeV	deg	deg	mcbn/sterad	mcbn/sterad
1.515	22.5	15	1.583	0.7042
1.515	22.5	45	1.864	0.6331
1.515	22.5	75	2.436	0.6323
1.515	22.5	105	2.096	0.7385
1.515	22.5	135	2.885	0.9605
1.515	22.5	165	2.492	0.6093
1.515	22.5	195	2.635	1.155
1.515	22.5	225	1.552	0.4256
1.515	22.5	255	2.2	0.5898
1.515	22.5	285	0.6615	0.2888
1.515	22.5	315	1.913	0.7315
1.515	22.5	345	1.469	0.6571
1.515	37.5	15	1.605	0.4845
1.515	37.5	45	2.011	0.7486
1.515	37.5	75	2.592	0.7603
1.515	37.5	105	2.111	0.5586
1.515	37.5	135	3.959	0.943
1.515	37.5	165	3.438	0.6447
1.515	37.5	195	2.541	0.4856
1.515	37.5	225	3.472	0.995
1.515	37.5	255	4.211	1.986
1.515	37.5	285	3.51	0.9307
1.515	37.5	315	2.419	1.172
1.515	37.5	345	1.005	0.3591
1.515	52.5	15	1.201	0.5391
1.515	52.5	75	2.421	0.9623
1.515	52.5	105	3.227	0.9109
1.515	52.5	135	2.267	0.432
1.515	52.5	165	2.323	0.4376
1.515	52.5	195	3.019	0.5549
